child_model,base_model
tensorblock/openbuddy-deepseek-10b-v17.1-4k-GGUF,OpenBuddy/openbuddy-deepseek-10b-v17.1-4k
tensorblock/openchat-3.5-1210-starling-slerp-GGUF,SanjiWatsuki/openchat-3.5-1210-starling-slerp
tensorblock/opencsg-starcoder2-15b-v0.1-GGUF,opencsg/opencsg-starcoder2-15b-v0.1
tensorblock/gemma-2b-openhermes-GGUF,abideen/gemma-2b-openhermes
tensorblock/OpenCodeInterpreter-DS-1.3B-GGUF,m-a-p/OpenCodeInterpreter-DS-1.3B
tensorblock/openchat_3.5-GGUF,openchat/openchat_3.5
tensorblock/OpenHermes-2.5-Code-290k-13B-GGUF,ajibawa-2023/OpenHermes-2.5-Code-290k-13B
tensorblock/openbuddy-mixtral-7bx8-v18.1-32k-GGUF,OpenBuddy/openbuddy-mixtral-7bx8-v18.1-32k
tensorblock/openchat_3.5-gpt-4-80k-GGUF,JCX-kcuf/openchat_3.5-gpt-4-80k
tensorblock/OpenCodeInterpreter-DS-33B-GGUF,m-a-p/OpenCodeInterpreter-DS-33B
tensorblock/gorilla-openfunctions-v2-GGUF,gorilla-llm/gorilla-openfunctions-v2
tensorblock/openbuddy-llama3-70b-v21.2-32k-GGUF,OpenBuddy/openbuddy-llama3-70b-v21.2-32k
tensorblock/OpenCrystal-12B-L3.1-128K-GGUF,Darkknight535/OpenCrystal-12B-L3.1-128K
tensorblock/Llama3-OpenBioLLM-8B-GGUF,aaditya/Llama3-OpenBioLLM-8B
tensorblock/Llama-3-Open-Ko-8B-Instruct-seongi-KU-GGUF,kakaomacao/Llama-3-Open-Ko-8B-Instruct-seongi-KU
tensorblock/Meta-Llama-3.1-8B-openhermes-2.5-GGUF,artificialguybr/Meta-Llama-3.1-8B-openhermes-2.5
tensorblock/Llama-3-Open-Ko-8B-Instruct-seongi-ver0710-GGUF,kakaomacao/Llama-3-Open-Ko-8B-Instruct-seongi-ver0710
tensorblock/OpenCoder-1.5B-Base-GGUF,infly/OpenCoder-1.5B-Base
quantized4all/OpenCodeReasoning-Nemotron-1.1-14B-GGUF,- Qwen/Qwen2.5-14B-Instruct
mradermacher/OpenBuddy-R10528DistillQwen-14B-v27.4-200K-i1-GGUF,OpenBuddy/OpenBuddy-R10528DistillQwen-14B-v27.4-200K
mradermacher/OpenBuddy-R10528DistillQwen-14B-v27.4-200K-GGUF,OpenBuddy/OpenBuddy-R10528DistillQwen-14B-v27.4-200K
OpenVINO/gpt-j-6b-int4-cw-ov,- EleutherAI/gpt-j-6b
OpenVINO/DeepSeek-R1-Distill-Qwen-7B-int4-cw-ov,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B
calcuis/openaudio-gguf,- fishaudio/openaudio-s1-mini
OpenVINO/DeepSeek-R1-Distill-Qwen-1.5B-int4-cw-ov,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B
OpenVINO/Qwen3-8B-int4-cw-ov,- Qwen/Qwen3-8B
hdong0/deepseek-Llama-8B-Open-R1-GRPO_deepscaler_acc_mu_8_constant_lr,deepseek-ai/DeepSeek-R1-Distill-Llama-8B
n00b001/OpenCodeReasoning-Nemotron-1.1-7B-Q4_K_M-GGUF,nvidia/OpenCodeReasoning-Nemotron-1.1-7B
mradermacher/OpenCodeReasoning-Nemotron-1.1-32B-i1-GGUF,nvidia/OpenCodeReasoning-Nemotron-1.1-32B
mradermacher/OpenCodeReasoning-Nemotron-1.1-32B-GGUF,nvidia/OpenCodeReasoning-Nemotron-1.1-32B
arthurcollet/OpenCodeReasoning-Nemotron-1.1-14B-mlx-8bit,nvidia/OpenCodeReasoning-Nemotron-1.1-14B
arthurcollet/OpenCodeReasoning-Nemotron-1.1-14B-mlx-6bit,nvidia/OpenCodeReasoning-Nemotron-1.1-14B
tensorblock/OpenThaiLLM-Prebuilt-7B-GGUF,nectec/OpenThaiLLM-Prebuilt-7B
tensorblock/mistral-openorca-openplatypus-alpacagpt4-GGUF,rana-shahroz/mistral-openorca-openplatypus-alpacagpt4
tensorblock/open-llama-3.2-1B-Instruct-GGUF,diabolic6045/open-llama-3.2-1B-Instruct
tensorblock/OpenCoder-1.5B-Instruct-GGUF,infly/OpenCoder-1.5B-Instruct
tensorblock/OpenRLHF-smol-sft-mixture-GGUF,SumanthRH/OpenRLHF-smol-sft-mixture
tensorblock/OpenCoder-8B-Instruct-GGUF,infly/OpenCoder-8B-Instruct
tensorblock/openbuddy-qwen2.5llamaify-7b-v23.1-200k-GGUF,OpenBuddy/openbuddy-qwen2.5llamaify-7b-v23.1-200k
tensorblock/open-llama-3b-v2-elmv3-GGUF,aloobun/open-llama-3b-v2-elmv3
tensorblock/open_llama_3b_600bt_preview-GGUF,danielhanchen/open_llama_3b_600bt_preview
tensorblock/OpenOrca-Zephyr-7B-GGUF,Weyaxi/OpenOrca-Zephyr-7B
tensorblock/Llama-3-Ko-8B-OpenOrca-GGUF,werty1248/Llama-3-Ko-8B-OpenOrca
tensorblock/mistral-ko-OpenOrca-wiki-v1-GGUF,shleeeee/mistral-ko-OpenOrca-wiki-v1
tensorblock/gpt2_open-platypus-GGUF,lgaalves/gpt2_open-platypus
tensorblock/openbuddy-qwen2.5llamaify-14b-v23.1-200k-GGUF,OpenBuddy/openbuddy-qwen2.5llamaify-14b-v23.1-200k
tensorblock/open-llama-3b-v2-wizard-evol-instuct-v2-196k-GGUF,harborwater/open-llama-3b-v2-wizard-evol-instuct-v2-196k
tensorblock/open-llama-3b-everything-v2-GGUF,harborwater/open-llama-3b-everything-v2
tensorblock/OPEN_SOLAR_KO_10.7B_DPO_Adapter_Attach-GGUF,dddsaty/OPEN_SOLAR_KO_10.7B_DPO_Adapter_Attach
tensorblock/open-llama2-7b-v0.1-GGUF,hyeogi/open-llama2-7b-v0.1
tensorblock/leaderboard_inst_v1.3_Open-Hermes_LDCC-SOLAR-10.7B_SFT-GGUF,ENERGY-DRINK-LOVE/leaderboard_inst_v1.3_Open-Hermes_LDCC-SOLAR-10.7B_SFT
tensorblock/openbuddy-qwen1.5-14b-v21.1-32k-GGUF,OpenBuddy/openbuddy-qwen1.5-14b-v21.1-32k
tensorblock/Yi-Ko-6B_KO_Open-Platypus-GGUF,jaekwanyda/Yi-Ko-6B_KO_Open-Platypus
tensorblock/openbuddy-mistral-22b-v21.1-32k-GGUF,OpenBuddy/openbuddy-mistral-22b-v21.1-32k
tensorblock/openbuddy-llama3.1-8b-v22.3-131k-GGUF,OpenBuddy/openbuddy-llama3.1-8b-v22.3-131k
tensorblock/open-llama-2-ko-7b-GGUF,beomi/open-llama-2-ko-7b
tensorblock/openbuddy-qwen1.5-32b-v21.1-32k-GGUF,OpenBuddy/openbuddy-qwen1.5-32b-v21.1-32k
tensorblock/Llama3-beomi-Open-Ko-8B-Instruct-preview-test6-GGUF,Jsoo/Llama3-beomi-Open-Ko-8B-Instruct-preview-test6
tensorblock/opensolar-qlora-dpo-GGUF,cockroach54/opensolar-qlora-dpo
mradermacher/OpenCodeReasoning-Nemotron-1.1-14B-i1-GGUF,nvidia/OpenCodeReasoning-Nemotron-1.1-14B
tensorblock/zephyr-7b-beta-KOR-OpenOrca-Platypus-1e-5-GGUF,heegyu/zephyr-7b-beta-KOR-OpenOrca-Platypus-1e-5
tensorblock/openbuddy-mistral-7b-v17.1-32k-GGUF,OpenBuddy/openbuddy-mistral-7b-v17.1-32k
tensorblock/leaderboard_inst_v1.3_Open-Hermes_LDCC-SOLAR-10.7B_DPOv3-GGUF,ENERGY-DRINK-LOVE/leaderboard_inst_v1.3_Open-Hermes_LDCC-SOLAR-10.7B_DPOv3
tensorblock/open-llama2-7b-dpo-v0.1-GGUF,hyeogi/open-llama2-7b-dpo-v0.1
tensorblock/OPEN-SOLAR-KO-10.7B-S-Core-GGUF,refarde/OPEN-SOLAR-KO-10.7B-S-Core
tensorblock/Llama-3-OpenBioMed-8B-slerp-v0.3-GGUF,abhinand/Llama-3-OpenBioMed-8B-slerp-v0.3
tensorblock/OPEN-SOLAR-KO-10.7B-GGUF,beomi/OPEN-SOLAR-KO-10.7B
tensorblock/gemma-7b-openhermes-v0.80-GGUF,lemon-mint/gemma-7b-openhermes-v0.80
tensorblock/openbuddy-qwen1.5-32b-v21.2-32k-GGUF,OpenBuddy/openbuddy-qwen1.5-32b-v21.2-32k
tensorblock/Llama-2-ko-OpenOrca-gugugo-13B-GGUF,daekeun-ml/Llama-2-ko-OpenOrca-gugugo-13B
tensorblock/open-bio-med-merge-GGUF,timberrific/open-bio-med-merge
tensorblock/openbuddy-mistral2-7b-v20.3-32k-GGUF,OpenBuddy/openbuddy-mistral2-7b-v20.3-32k
tensorblock/Korean-OpenOrca-v3-GGUF,kyujinpy/Korean-OpenOrca-v3
OpenVINO/Phi-3.5-mini-instruct-int4-cw-ov,microsoft/Phi-3.5-mini-instruct
OpenVINO/falcon-7b-instruct-int4-cw-ov,- tiiuae/falcon-7b-instruct
OpenVINO/Mistral-7B-Instruct-v0.2-int4-cw-ov,- mistralai/Mistral-7B-Instruct-v0.2
OpenVINO/Phi-3-mini-4k-instruct-int4-cw-ov,- microsoft/Phi-3-mini-4k-instruct
tensorblock/WizardVicuna-open-llama-3b-v2-GGUF,heegyu/WizardVicuna-open-llama-3b-v2
tensorblock/openchat-3.5-1210-GGUF,openchat/openchat-3.5-1210
tensorblock/openbuddy-llama3-8b-v21.1-8k-GGUF,OpenBuddy/openbuddy-llama3-8b-v21.1-8k
tensorblock/OpenCodeInterpreter-DS-6.7B-GGUF,m-a-p/OpenCodeInterpreter-DS-6.7B
tensorblock/openchat-3.6-8b-20240522-GGUF,openchat/openchat-3.6-8b-20240522
tensorblock/openchat-3.5-0106-GGUF,openchat/openchat-3.5-0106
sematemur/openai_gsm8k_finetune_mistral7b_,unsloth/mistral-7b-instruct-v0.3-bnb-4bit
OpenVINO/Mistral-7B-Instruct-v0.3-int4-cw-ov,- mistralai/Mistral-7B-Instruct-v0.3
mradermacher/OpenCodeReasoning-Nemotron-1.1-7B-GGUF,nvidia/OpenCodeReasoning-Nemotron-1.1-7B
Tina-Yi/R1-Distill-Qwen-1.5B-Open-RS3,- deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B
Tina-Yi/R1-Distill-Qwen-1.5B-Open-RS2,- deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B
Tina-Yi/R1-Distill-Qwen-1.5B-Open-RS1,- deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B
Tina-Yi/Tina-Open-RS3-long-completion,- deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B
Tina-Yi/Tina-Open-RS3-format-only,- deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B
Tina-Yi/R1-Distill-Qwen-1.5B-Open-RS3-DrGRPO,- deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B
Tina-Yi/R1-Distill-Qwen-1.5B-OpenThoughts,- deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B
Tina-Yi/R1-Distill-Qwen-1.5B-OpenR1,- deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B
gabriellarson/OpenCodeReasoning-Nemotron-1.1-32B-GGUF,- nvidia/OpenCodeReasoning-Nemotron-1.1-32B
gabriellarson/OpenCodeReasoning-Nemotron-1.1-14B-GGUF,- nvidia/OpenCodeReasoning-Nemotron-1.1-14B
NikolayKozloff/OpenCodeReasoning-Nemotron-1.1-14B-Q4_K_S-GGUF,nvidia/OpenCodeReasoning-Nemotron-1.1-14B
NikolayKozloff/OpenCodeReasoning-Nemotron-1.1-14B-Q4_K_M-GGUF,nvidia/OpenCodeReasoning-Nemotron-1.1-14B
NikolayKozloff/OpenCodeReasoning-Nemotron-1.1-14B-Q5_K_S-GGUF,nvidia/OpenCodeReasoning-Nemotron-1.1-14B
NikolayKozloff/OpenCodeReasoning-Nemotron-1.1-7B-Q8_0-GGUF,nvidia/OpenCodeReasoning-Nemotron-1.1-7B
OpenVoiceOS/pipertts_nl-NL_miro,- OpenVoiceOS/pipertts_pt-PT_miro
gabriellarson/OpenCodeReasoning-Nemotron-1.1-7B-GGUF,- nvidia/OpenCodeReasoning-Nemotron-1.1-7B
OpenBuddy/OpenBuddy-R10528DistillQwen-14B-v27.4-200K,Qwen/Qwen3-14B-Base
OpenVoiceOS/pipertts_fr-FR_miro,- OpenVoiceOS/pipertts_pt-PT_miro
HaomingSong/openpi0-fractal-lora,- google/paligemma-3b-pt-224
HaomingSong/openpi0-bridge-lora,- google/paligemma-3b-pt-224
mradermacher/OpenBuddy-Qwen3-32B-v27.1-NoCoT-QAT-200K-i1-GGUF,OpenBuddy/OpenBuddy-Qwen3-32B-v27.1-NoCoT-QAT-200K
chunli-peng/OpenRS-GRPO-fine-step,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B
azatovhikmatyor/openai-whisper-small-uz-2025-07-08,openai/whisper-small
mradermacher/OpenBuddy-Qwen3-32B-v27.1-NoCoT-QAT-200K-GGUF,OpenBuddy/OpenBuddy-Qwen3-32B-v27.1-NoCoT-QAT-200K
trongg/128_open_llama_3b-50eb2d6d-894a-44b8-b1b8-e496165b6430,openlm-research/open_llama_3b
hdong0/Qwen2.5-Math-1.5B-baseline-Open-R1-GRPO_deepscaler_mu_8_constant_lr,hdong0/Qwen2.5-Math-1.5B-baseline-init
OpenBuddy/OpenBuddy-R1-0528-Distill-Qwen3-32B-Preview5-QAT-200K,Qwen/Qwen3-32B
nvidia/OpenCodeReasoning-Nemotron-1.1-7B,- Qwen/Qwen2.5-7B-Instruct
nvidia/OpenCodeReasoning-Nemotron-1.1-14B,- Qwen/Qwen2.5-14B-Instruct
nvidia/OpenCodeReasoning-Nemotron-1.1-32B,- Qwen/Qwen2.5-32B-Instruct
hdong0/deepseek-Qwen-1.5B-Open-R1-GRPO_deepscaler_mu_8_constant_lr,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B
happyguy123/Qwen2.5-1.5B-Open-R1-GRPO,Qwen/Qwen2.5-1.5B-Instruct
hdong0/Qwen2.5-Math-1.5B-Open-R1-GRPO_deepscaler_mu_8_constant_lr,Qwen/Qwen2.5-Math-1.5B
OctoThinker/Llama_32_3B_megamath_web_pro_open_r1_longcot_general_ins_89_10_1_bs4M_seq8k_20B,- meta-llama/Llama-3.2-3B
OctoThinker/Llama_32_3B_megamath_web_pro_open_r1_longcot_91_bs4M_seq8k_20B,- meta-llama/Llama-3.2-3B
alhsk/DeepSeek-R1-0528-Qwen3-8B-openvino,deepseek-ai/DeepSeek-R1-0528-Qwen3-8B
jacksoncuevasdev/openvisaai_qa,google/flan-t5-base
hitarths/openmc-llm-v1,codellama/CodeLlama-7b-hf
RJTPP/scot0102s-openmath-1.5b-full,nvidia/OpenMath-Nemotron-1.5B
RJTPP/scot0102s-openmath-1.5b,nvidia/OpenMath-Nemotron-1.5B
lan23232323/OpenRS-GRPO,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B
gabriellarson/OpenBuddy-R1-0528-Distill-Qwen3-32B-Preview4-QAT-GGUF,- OpenBuddy/OpenBuddy-R1-0528-Distill-Qwen3-32B-Preview4-QAT-200K
OpenBuddy/OpenBuddy-R1-0528-Distill-Qwen3-32B-Preview4-QAT-200K,Qwen/Qwen3-32B
shiprocket-ai/open-tinybert-indian-address-ner,- huawei-noah/TinyBERT_General_6L_768D
hdong0/deepseek-Qwen2.5-1.5B-baseline-Open-R1-GRPO_deepscaler_mu_8,hdong0/deepseek-Qwen2.5-Math-1.5B-baseline-init
BKM1804/open_llama_3b-2c8684c1-2e85-49f6-98ee-3a27b8b152d9_SFT_DPO_ratio_1_cosine_with_min_lr,openlm-research/open_llama_3b
Pritish92/open-llama-3b-v2-grit-alpaca,openlm-research/open_llama_3b_v2
Spestly/Ares-4B-openvino,Spestly/Ares-4B
mlfoundations-dev/openthoughts3_full_qwen25_1b,Qwen/Qwen2.5-1.5B-Instruct
hdong0/deepseek-Qwen2.5-1.5B-Open-R1-GRPO_deepscaler_mu_8,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B
mradermacher/OpenBuddy-Qwen3-14B-v27.3-NoCoT-i1-GGUF,OpenBuddy/OpenBuddy-Qwen3-14B-v27.3-NoCoT
zhixiangwei/hqclip-openai-large-ft-vlm1b,- openai/clip-vit-large-patch14
mradermacher/OpenBuddy-Qwen3-14B-v27.3-NoCoT-GGUF,OpenBuddy/OpenBuddy-Qwen3-14B-v27.3-NoCoT
sellep/granite-3.3-2b-instruct-openvino,ibm-granite/granite-3.3-2b-instruct
echarlaix/SmolVLM2-500M-Video-Instruct-openvino,HuggingFaceTB/SmolVLM2-500M-Video-Instruct
echarlaix/SmolVLM-256M-Instruct-openvino,HuggingFaceTB/SmolVLM-256M-Instruct
sematemur/openai_gsm8k_finetuned_mistral7b,unsloth/mistral-7b-instruct-v0.3-bnb-4bit
echarlaix/SmolVLM2-2.2B-Instruct-openvino,HuggingFaceTB/SmolVLM2-2.2B-Instruct
sematemur/openai_gsm8k_finetune_4bit,unsloth/mistral-small-instruct-2409-bnb-4bit
rayonlabs/Llama3-OpenBioLLM-70B-web_questions-73870d7a-d7d8-43d6-bdf9-76827b6b4f56,aaditya/Llama3-OpenBioLLM-70B
sellep/Ministral-3b-instruct-openvino,ministral/Ministral-3b-instruct
shiprocket-ai/open-llama-1b-address-completion,- meta-llama/Llama-3.2-1B-Instruct
Monika2025/Qwen2.5-1.5B-Open-R1-Distill,Qwen/Qwen2.5-1.5B-Instruct
gabriellarson/OpenBuddy-R1-0528-Distill-Qwen3-32B-Preview3-QAT-GGUF,- OpenBuddy/OpenBuddy-R1-0528-Distill-Qwen3-32B-Preview3-QAT
sematemur/openai_gsm8k_finetune,unsloth/mistral-small-instruct-2409-bnb-4bit
OpenBuddy/OpenBuddy-R10528DistillQwen-14B-v27.3-200K,Qwen/Qwen3-14B-Base
k1h0/OpenCoder-8B-Instruct-query_nsx_8_1,infly/OpenCoder-8B-Instruct
k1h0/OpenCoder-8B-Instruct-query_nlx_8_1,infly/OpenCoder-8B-Instruct
featherless-ai-quants/teddylee777-Llama-3-Open-Ko-8B-Instruct-teddynote-GGUF,teddylee777/Llama-3-Open-Ko-8B-Instruct-teddynote
featherless-ai-quants/selfcorrexp2-llama3_openmath_1m_ep1-GGUF,selfcorrexp2/llama3_openmath_1m_ep1
disi-unibo-nlp/openbioner-base,- dmis-lab/biobert-v1.1
Chitra137/my-open-source-model,distilbert-base-uncased
featherless-ai-quants/dim-tiny-llama-2T-open-orca-ru-6300-step-GGUF,dim/tiny-llama-2T-open-orca-ru-6300-step
avivst/openfoodfact_carbohydrate_upsample_Deeper_net_augmented_classifier,unknown
featherless-ai-quants/opencompass-CompassJudger-1-14B-Instruct-GGUF,opencompass/CompassJudger-1-14B-Instruct
mradermacher/Qwen2.5-1.5B-Open-R1-Code-GRPO-GGUF,AmberYifan/Qwen2.5-1.5B-Open-R1-Code-GRPO
jedisct1/openhands-lm-32b-v0.1,all-hands/openhands-lm-32b-v0.1
Jonah-M/OpenELM-3B-Instruct-Q5_K_M-GGUF,apple/OpenELM-3B-Instruct
alantcoding/TranscriptAnalyzer-Open-7B,- NousResearch/Hermes-2-Pro-Mistral-7B
AmberYifan/Qwen2.5-1.5B-Open-R1-Code-GRPO,Qwen/Qwen2.5-1.5B-Instruct
featherless-ai-quants/jc9080-llama3-open-ko-8b-Instruct-shimshimi-500-ver2-GGUF,jc9080/llama3-open-ko-8b-Instruct-shimshimi-500-ver2
Yukang/Qwen2.5-7B-Open-R1-GRPO,Qwen/Qwen2.5-7B-Instruct
HaomingSong/openpi0-fast-fractal-fft,- google/paligemma-3b-pt-224
HaomingSong/openpi0-fast-bridge-fft,- google/paligemma-3b-pt-224
featherless-ai-quants/OpenBuddy-openbuddy-llama3-70b-v21.2-32k-GGUF,OpenBuddy/openbuddy-llama3-70b-v21.2-32k
OpenVoiceOS/pipertts_pt-BR_dii,- OpenVoiceOS/pipertts_pt-PT_dii
featherless-ai-quants/OpenBuddy-openbuddy-nemotron-70b-v23.1-131k-GGUF,OpenBuddy/openbuddy-nemotron-70b-v23.1-131k
neural-interactive-proofs/finetune_dpo_qwen2_5-32b-instruct_cv_open_prover_training_a_0_iter_14_provers_group_1751105863.0,Qwen/Qwen2.5-32B-Instruct
neural-interactive-proofs/finetune_dpo_qwen2_5-32b-instruct_cv_open_prover_training_a_0_iter_13_provers_group_1751104328.0,Qwen/Qwen2.5-32B-Instruct
neural-interactive-proofs/finetune_dpo_qwen2_5-32b-instruct_cv_open_prover_training_a_0_iter_12_provers_group_1751102804.0,Qwen/Qwen2.5-32B-Instruct
featherless-ai-quants/vectorzhou-Qwen2.5-1.5B-Instruct-SFT-OpenHermes-2.5-Standard-SFT-GGUF,vectorzhou/Qwen2.5-1.5B-Instruct-SFT-OpenHermes-2.5-Standard-SFT
neural-interactive-proofs/finetune_dpo_qwen2_5-32b-instruct_cv_open_prover_training_a_0_iter_11_provers_group_1751101026.0,Qwen/Qwen2.5-32B-Instruct
featherless-ai-quants/abideen-gemma-2b-openhermes-GGUF,abideen/gemma-2b-openhermes
neural-interactive-proofs/finetune_dpo_qwen2_5-32b-instruct_cv_open_prover_training_a_0_iter_10_provers_group_1751099637.0,Qwen/Qwen2.5-32B-Instruct
osxest/OpenCodeReasoning-Nemotron-32B-IOI-mlx-8Bit,nvidia/OpenCodeReasoning-Nemotron-32B-IOI
osxest/OpenCodeReasoning-Nemotron-32B-mlx-8Bit,nvidia/OpenCodeReasoning-Nemotron-32B
neural-interactive-proofs/finetune_dpo_qwen2_5-32b-instruct_cv_open_prover_training_a_0_iter_9_provers_group_1751098181.0,Qwen/Qwen2.5-32B-Instruct
neural-interactive-proofs/finetune_dpo_qwen2_5-32b-instruct_cv_open_prover_training_a_0_iter_8_provers_group_1751096717.0,Qwen/Qwen2.5-32B-Instruct
neural-interactive-proofs/finetune_dpo_qwen2_5-32b-instruct_cv_open_prover_training_a_0_iter_7_provers_group_1751095243.0,Qwen/Qwen2.5-32B-Instruct
featherless-ai-quants/OpenPipe-Deductive-Reasoning-Qwen-32B-GGUF,OpenPipe/Deductive-Reasoning-Qwen-32B
neural-interactive-proofs/finetune_dpo_qwen2_5-32b-instruct_cv_open_prover_training_a_0_iter_6_provers_group_1751067161.0,Qwen/Qwen2.5-32B-Instruct
neural-interactive-proofs/finetune_dpo_qwen2_5-32b-instruct_cv_open_prover_training_a_0_iter_5_provers_group_1751065701.0,Qwen/Qwen2.5-32B-Instruct
neural-interactive-proofs/finetune_dpo_qwen2_5-32b-instruct_cv_open_prover_training_a_0_iter_4_provers_group_1751064099.0,Qwen/Qwen2.5-32B-Instruct
neural-interactive-proofs/finetune_dpo_qwen2_5-32b-instruct_cv_open_prover_training_a_0_iter_3_provers_group_1751062579.0,Qwen/Qwen2.5-32B-Instruct
neural-interactive-proofs/finetune_dpo_qwen2_5-32b-instruct_cv_open_prover_training_a_0_iter_2_provers_group_1751061053.0,Qwen/Qwen2.5-32B-Instruct
neural-interactive-proofs/finetune_dpo_qwen2_5-32b-instruct_cv_open_prover_training_a_0_iter_1_provers_group_1751059526.0,Qwen/Qwen2.5-32B-Instruct
neural-interactive-proofs/finetune_dpo_qwen2_5-32b-instruct_cv_open_prover_training_a_0_iter_0_provers_group_1751058126.0,Qwen/Qwen2.5-32B-Instruct
neural-interactive-proofs/finetune_dpo_qwen2_5-32b-instruct_cv_open_prover_training_test_16_0_iter_17_provers_group_175105,Qwen/Qwen2.5-32B-Instruct
neural-interactive-proofs/finetune_dpo_qwen2_5-32b-instruct_cv_open_prover_training_test_16_0_iter_16_provers_group_175105,Qwen/Qwen2.5-32B-Instruct
neural-interactive-proofs/finetune_dpo_qwen2_5-32b-instruct_cv_open_prover_training_test_16_0_iter_15_provers_group_175105,Qwen/Qwen2.5-32B-Instruct
neural-interactive-proofs/finetune_dpo_qwen2_5-32b-instruct_cv_open_prover_training_test_16_0_iter_14_provers_group_175104,Qwen/Qwen2.5-32B-Instruct
neural-interactive-proofs/finetune_dpo_qwen2_5-32b-instruct_cv_open_prover_training_test_14_0_iter_17_provers_group_175104,Qwen/Qwen2.5-32B-Instruct
neural-interactive-proofs/finetune_dpo_qwen2_5-32b-instruct_cv_open_prover_training_test_16_0_iter_13_provers_group_175104,Qwen/Qwen2.5-32B-Instruct
neural-interactive-proofs/finetune_dpo_qwen2_5-32b-instruct_cv_open_prover_training_test_14_0_iter_16_provers_group_175104,Qwen/Qwen2.5-32B-Instruct
neural-interactive-proofs/finetune_dpo_qwen2_5-32b-instruct_cv_open_prover_training_test_16_0_iter_12_provers_group_175104,Qwen/Qwen2.5-32B-Instruct
neural-interactive-proofs/finetune_dpo_qwen2_5-32b-instruct_cv_open_prover_training_test_14_0_iter_15_provers_group_175104,Qwen/Qwen2.5-32B-Instruct
neural-interactive-proofs/finetune_dpo_qwen2_5-32b-instruct_cv_open_prover_training_test_16_0_iter_11_provers_group_175104,Qwen/Qwen2.5-32B-Instruct
neural-interactive-proofs/finetune_dpo_qwen2_5-32b-instruct_cv_open_prover_training_test_14_0_iter_14_provers_group_175104,Qwen/Qwen2.5-32B-Instruct
neural-interactive-proofs/finetune_dpo_qwen2_5-32b-instruct_cv_open_prover_training_test_16_0_iter_10_provers_group_175104,Qwen/Qwen2.5-32B-Instruct
neural-interactive-proofs/finetune_dpo_qwen2_5-32b-instruct_cv_open_prover_training_test_14_0_iter_13_provers_group_175104,Qwen/Qwen2.5-32B-Instruct
neural-interactive-proofs/finetune_dpo_qwen2_5-32b-instruct_cv_open_prover_training_test_16_0_iter_9_provers_group_1751040,Qwen/Qwen2.5-32B-Instruct
neural-interactive-proofs/finetune_dpo_qwen2_5-32b-instruct_cv_open_prover_training_test_14_0_iter_12_provers_group_175103,Qwen/Qwen2.5-32B-Instruct
neural-interactive-proofs/finetune_dpo_qwen2_5-32b-instruct_cv_open_prover_training_test_16_0_iter_8_provers_group_1751038,Qwen/Qwen2.5-32B-Instruct
neural-interactive-proofs/finetune_dpo_qwen2_5-32b-instruct_cv_open_prover_training_test_14_0_iter_11_provers_group_175103,Qwen/Qwen2.5-32B-Instruct
OpenBuddy/OpenBuddy-R10528DistillQwen-14B-v27.1,Qwen/Qwen3-14B-Base
neural-interactive-proofs/finetune_dpo_qwen2_5-32b-instruct_cv_open_prover_training_test_16_0_iter_7_provers_group_1751037,Qwen/Qwen2.5-32B-Instruct
neural-interactive-proofs/finetune_dpo_qwen2_5-32b-instruct_cv_open_prover_training_test_14_0_iter_10_provers_group_175103,Qwen/Qwen2.5-32B-Instruct
neural-interactive-proofs/finetune_dpo_qwen2_5-32b-instruct_cv_open_prover_training_test_16_0_iter_6_provers_group_1751035,Qwen/Qwen2.5-32B-Instruct
neural-interactive-proofs/finetune_dpo_qwen2_5-32b-instruct_cv_open_prover_training_test_14_0_iter_9_provers_group_1751034,Qwen/Qwen2.5-32B-Instruct
neural-interactive-proofs/finetune_dpo_qwen2_5-32b-instruct_cv_open_prover_training_test_16_0_iter_5_provers_group_1751034,Qwen/Qwen2.5-32B-Instruct
neural-interactive-proofs/finetune_dpo_qwen2_5-32b-instruct_cv_open_prover_training_test_14_0_iter_8_provers_group_1751032,Qwen/Qwen2.5-32B-Instruct
neural-interactive-proofs/finetune_dpo_qwen2_5-32b-instruct_cv_open_prover_training_test_16_0_iter_4_provers_group_1751032,Qwen/Qwen2.5-32B-Instruct
neural-interactive-proofs/finetune_dpo_qwen2_5-32b-instruct_cv_open_prover_training_test_14_0_iter_7_provers_group_1751031,Qwen/Qwen2.5-32B-Instruct
neural-interactive-proofs/finetune_dpo_qwen2_5-32b-instruct_cv_open_prover_training_test_16_0_iter_3_provers_group_1751030,Qwen/Qwen2.5-32B-Instruct
